"menuitemid","catid","itemname","description","sequenceorder","allowperorder","minperorder","is_special","availabilitydays","timeofday","itempicture","status","pos_name","availability_for_del_pick","available_time_from","available_time_to","available_date_to","available_date_from","allow_special_instructions","visible_type","available_type","day_or_date_range_avail","day_or_date_range_visible"
<br/>",7,1000,1,0,"","",NULL,0,"","",NULL,NULL,NULL,NULL,1,"ALWAYS","ALWAYS",0,0
423469,62133,"Dragon roll &#46300;&#47112;&#44260;&#47204;","avocado,eel",11,1000,1,0,"","",NULL,0,"","",NULL,NULL,NULL,NULL,1,"ALWAYS","ALWAYS",0,0
423468,62133,"Spicy tuna roll  &#49828;&#54028;&#51060;&#49884; &#53804;&#45208;&#47204;","chopped spicy tuna,cucumber,avocado,crabmeat",10,1000,1,0,"","",NULL,0,"","",NULL,NULL,NULL,NULL,1,"ALWAYS","ALWAYS",0,0
354954,52329,"&#35913;&#26898;&#21619;&#33756;&#29275;&#32905;","Preserved Vegetable w. Beef in Pepper &#35913;&#26898;&#21619;&#33756;&#29275;&#32905;",12,1000,1,0,"","",NULL,0,"","",NULL,NULL,NULL,NULL,1,"ALWAYS","ALWAYS",0,0
353445,52312,"Rice Crepe w. Fish Ball &#39770;&#34507;&#33144;&#31881;","",12,1000,1,0,"","",NULL,0,"","",NULL,NULL,NULL,NULL,1,"ALWAYS","ALWAYS",0,0
353446,52312,"Sticky Rice &#31983;&#31859;&#39151;","",13,1000,1,0,"","",NULL,0,"","",NULL,NULL,NULL,NULL,1,"ALWAYS","ALWAYS",0,0
353443,52312,"Plain Crepe &#21363;&#25289;&#40779;&#33144;","",10,1000,1,0,"","",NULL,0,"","",NULL,NULL,NULL,NULL,1,"ALWAYS","ALWAYS",0,0
353444,52312,"Rice Crepe w. Fried Dough &#21363;&#25289;&#28856;&#39740;&#33144;","",11,1000,1,0,"","",NULL,0,"","",NULL,NULL,NULL,NULL,1,"ALWAYS","ALWAYS",0,0
353441,52312,"Radish Cake &#34367;&#34068;&#31957;","",8,1000,1,0,"","",NULL,0,"","",NULL,NULL,NULL,NULL,1,"ALWAYS","ALWAYS",0,0
353442,52312,"Peanut Congee w. Dried Fish &#26612;&#39770;&#33457;&#29983;&#31909;","",9,1000,1,0,"","",NULL,0,"","",NULL,NULL,NULL,NULL,1,"ALWAYS","ALWAYS",0,0
353439,52312,"Steamed Rice Crepe &#35948;&#33144;&#31881;","",6,1000,1,0,"","",NULL,0,"","",NULL,NULL,NULL,NULL,1,"ALWAYS","ALWAYS",0,0
353440,52312,"Rice Crepe w. Dried Shrimp &#34662;&#31859;&#33144;","",7,1000,1,0,"","",NULL,0,"","",NULL,NULL,NULL,NULL,1,"ALWAYS","ALWAYS",0,0
353436,52312,"Pan Fried Egg Noodle &#35913;&#27833;&#30343;&#28818;&#40629;","",3,1000,1,0,"","",NULL,0,"","",NULL,NULL,NULL,NULL,1,"ALWAYS","ALWAYS",0,0
353437,52312,"Chow Fun &#24178;&#28818;&#27827;","",4,1000,1,0,"","",NULL,0,"","",NULL,NULL,NULL,NULL,1,"ALWAYS","ALWAYS",0,0
353438,52312,"Mixed Vegetable Rice Noodle &#20160;&#33756;&#28818;&#31859;","",5,1000,1,0,"","",NULL,0,"","",NULL,NULL,NULL,NULL,1,"ALWAYS","ALWAYS",0,0
353435,52312,"Plain Congee &#26126;&#28779;&#30333;&#31909;","",2,1000,1,0,"","",NULL,0,"","",NULL,NULL,NULL,NULL,1,"ALWAYS","ALWAYS",0,0
353434,52312,"Fried Dough &#27833;&#26781;","",1,1000,1,0,"","",NULL,0,"","",NULL,NULL,NULL,NULL,1,"ALWAYS","ALWAYS",0,0
353121,33526,"Golden Oolong Tea &#40644;&#37329;&#28879;&#40845;&#33590;","",10,1000,1,0,"","",NULL,0,"","",NULL,NULL,NULL,NULL,1,"ALWAYS","ALWAYS",0,0
354849,52321,"Fish Ball Noodle Soup &#39770;&#34507;&#28271;&#40629;","",4,1000,1,0,"","",NULL,0,"","",NULL,NULL,NULL,NULL,1,"ALWAYS","ALWAYS",0,0
354862,52333,"16. French Fries &#28856;&#22303;&#35910;&#32114;","",6,1000,1,0,"","",NULL,0,"","",NULL,NULL,NULL,NULL,1,"ALWAYS","ALWAYS",0,0
354846,52321,"Wonton Noodles Soup &#38642;&#21534;&#28271;&#40629;","",2,1000,1,0,"","",NULL,0,"","",NULL,NULL,NULL,NULL,1,"ALWAYS","ALWAYS",0,0
354847,52321,"Plain Wonton &#28136;&#38642;&#21534;","",3,1000,1,0,"","",NULL,0,"","",NULL,NULL,NULL,NULL,1,"ALWAYS","ALWAYS",0,0
354850,52321,"Roast Pork Noodle Soup &#21449;&#29138;&#28271;&#40629;","",5,1000,1,0,"","",NULL,0,"","",NULL,NULL,NULL,NULL,1,"ALWAYS","ALWAYS",0,0
354852,52321,"Soy Chicken Noodle Soup &#27833;&#38622;&#28271;&#40629;","",6,1000,1,0,"","",NULL,0,"","",NULL,NULL,NULL,NULL,1,"ALWAYS","ALWAYS",0,0
354861,52333,"15. Chicken Wings &#38622;&#32764;","5 pieces of chicken wings ",5,1000,1,0,"","",NULL,0,"","",NULL,NULL,NULL,NULL,1,"ALWAYS","ALWAYS",0,0
354863,52321,"Bar-B-Q Spare Ribs Noodle Soup &#29138;&#25490;&#39592;&#28271;&#40629;","",7,1000,1,0,"","",NULL,0,"","",NULL,NULL,NULL,NULL,1,"ALWAYS","ALWAYS",0,0
354864,52334,"17. Chicken vegetable soup &#34092;&#33756;&#38622;&#28271;","Chicken vegetable soup ",1,1000,1,0,"","",NULL,0,"","",NULL,NULL,NULL,NULL,1,"ALWAYS","ALWAYS",0,0
354865,52321,"Roast Duck Noodle Soup &#28779;&#40232;&#28271;&#40629;","",8,1000,1,0,"","",NULL,0,"","",NULL,NULL,NULL,NULL,1,"ALWAYS","ALWAYS",0,0
354866,52321,"Beef Stew Noodle Soup &#29275;&#33129;&#28271;&#40629;","",9,1000,1,0,"","",NULL,0,"","",NULL,NULL,NULL,NULL,1,"ALWAYS","ALWAYS",0,0
354867,52321,"Beef Ball Noodle Soup &#29275;&#31563;&#20024;&#28271;&#40629;","",10,1000,1,0,"","",NULL,0,"","",NULL,NULL,NULL,NULL,1,"ALWAYS","ALWAYS",0,0
354869,52321,"Two Combination Noodle Soup &#38617;&#25340;&#28271;&#40629;","",11,1000,1,0,"","",NULL,0,"","",NULL,NULL,NULL,NULL,1,"ALWAYS","ALWAYS",0,0
354870,52317,"Seafood Noodles Soup &#28023;&#39854;&#28271;&#40629;","",13,1000,1,0,"","",NULL,0,"","",NULL,NULL,NULL,NULL,1,"ALWAYS","ALWAYS",0,0
354871,52335,"18.	Dinner for Four &#22235;&#20154;&#22871;&#39184;","Beef kofta, chicken kofta, chicken breast, and juja kabab served with rice and salad",1,1000,1,0,"","",NULL,0,"","",NULL,NULL,NULL,NULL,1,"ALWAYS","ALWAYS",0,0
354874,52321,"Three Combination Noodle Soup &#19977;&#25340;&#28271;&#40629;","",12,1000,1,0,"","",NULL,0,"","",NULL,NULL,NULL,NULL,1,"ALWAYS","ALWAYS",0,0
354883,52335,"19. Dinner for Six &#20845;&#20154;&#22871;&#39184;","Lamb tikka, lanb chops, beef kofta, chicken kafta, chicken breast, and juja kabab served with rice and salad",2,1000,1,0,"","",NULL,0,"","",NULL,NULL,NULL,NULL,1,"ALWAYS","ALWAYS",0,0
354884,52324,"Beef Pan Fried Noodle &#29275;&#32905;&#28818;&#40629;","",5,1000,1,0,"","",NULL,0,"","",NULL,NULL,NULL,NULL,1,"ALWAYS","ALWAYS",0,0
354886,52324,"Beef Chow Fun w. Black Bean Sauce &#28629;&#28818;&#29275;&#27827;","",6,1000,1,0,"","",NULL,0,"","",NULL,NULL,NULL,NULL,1,"ALWAYS","ALWAYS",0,0
354887,52324,"Satay Beef Pan Fried Noodle &#27801;&#29241;&#29275;&#32905;&#28818;&#40629;","",7,1000,1,0,"","",NULL,0,"","",NULL,NULL,NULL,NULL,1,"ALWAYS","ALWAYS",0,0
354888,52324,"Beef w. Black Pepper & Spaghetti &#40657;&#26898;&#29275;&#26611;&#28818;&#24847;&#31881;","",8,1000,1,0,"","",NULL,0,"","",NULL,NULL,NULL,NULL,1,"ALWAYS","ALWAYS",0,0
354889,52324,"&#38634;&#33756;&#40232;&#32114;&#28806;&#31859;","Shredded Duck Preserved Veg. w. Vermicelli &#38634;&#33756;&#40232;&#32114;&#28806;&#31859;",9,1000,1,0,"","",NULL,0,"","",NULL,NULL,NULL,NULL,1,"ALWAYS","ALWAYS",0,0
354895,52324,"&#33756;&#36960;&#21271;&#33735;&#20234;&#40629;","Mushroom & Vegetable Pan Fried Noodle &#33756;&#36960;&#21271;&#33735;&#20234;&#40629;",10,1000,1,0,"","",NULL,0,"","",NULL,NULL,NULL,NULL,1,"ALWAYS","ALWAYS",0,0
354901,52324,"Seafood Pan Fried Noodle &#28023;&#39854;&#28818;&#40629;","",11,1000,1,0,"","",NULL,0,"","",NULL,NULL,NULL,NULL,1,"ALWAYS","ALWAYS",0,0
354902,52324,"Tai Peng Mai Fun &#22823;&#40300;&#28818;&#31859;","",12,1000,1,0,"","",NULL,0,"","",NULL,NULL,NULL,NULL,1,"ALWAYS","ALWAYS",0,0
354903,52326,"Preserved Chinese Sausage & Duck &#37329;&#29260;&#33240;&#21619;","",1,1000,1,0,"","",NULL,0,"","",NULL,NULL,NULL,NULL,1,"ALWAYS","ALWAYS",0,0
354904,52326,"Chicken & Mushroom &#21271;&#33735;&#28369;&#38622;","",2,1000,1,0,"","",NULL,0,"","",NULL,NULL,NULL,NULL,1,"ALWAYS","ALWAYS",0,0
354905,52326,"Minced Pork & Salted Fish &#40569;&#39770;&#32905;&#39173;","",3,1000,1,0,"","",NULL,0,"","",NULL,NULL,NULL,NULL,1,"ALWAYS","ALWAYS",0,0
354906,52326,"Beef & Egg &#31401;&#34507;&#29275;&#32905;","",4,1000,1,0,"","",NULL,0,"","",NULL,NULL,NULL,NULL,1,"ALWAYS","ALWAYS",0,0
354907,52326,"Spare Ribs w. Black Bean Sauce &#35913;&#27713;&#25490;&#39592;","",5,1000,1,0,"","",NULL,0,"","",NULL,NULL,NULL,NULL,1,"ALWAYS","ALWAYS",0,0
354908,52326,"Minced Pork & Preserved Cabbage &#26757;&#33756;&#32905;&#39173;","",6,1000,1,0,"","",NULL,0,"","",NULL,NULL,NULL,NULL,1,"ALWAYS","ALWAYS",0,0
354910,52326,"Frog w. Rice Casserole &#30000;&#38622;","",7,1000,1,0,"","",NULL,0,"","",NULL,NULL,NULL,NULL,1,"ALWAYS","ALWAYS",0,0
354911,52326,"Eel- Unagi & Preserved Cabbage &#26757;&#33756;&#39995;&#39770;","",8,1000,1,0,"","",NULL,0,"","",NULL,NULL,NULL,NULL,1,"ALWAYS","ALWAYS",0,0
354913,52325,"&#40569;&#39770;&#38622;&#31890;&#35910;&#33104;&#29042;","Chicken & Salted Fish w. Bean Curd in Casserole &#40569;&#39770;&#38622;&#31890;&#35910;&#33104;&#29042;",1,1000,1,0,"","",NULL,0,"","",NULL,NULL,NULL,NULL,1,"ALWAYS","ALWAYS",0,0
354914,52325,"Eggplant w. Garlic Sauce in Casserole&#26757;&#36771;&#33540;&#23376;&#29042;","",2,1000,1,0,"","",NULL,0,"","",NULL,NULL,NULL,NULL,1,"ALWAYS","ALWAYS",0,0
354916,52325,"Bak Choy in Casserole&#30333;&#33756;&#29042;","",3,1000,1,0,"","",NULL,0,"","",NULL,NULL,NULL,NULL,1,"ALWAYS","ALWAYS",0,0
354918,52325,"Dried Bean Curd w. Roast Pig&#26525;&#31481;&#28779;&#33129;&#29042;","",4,1000,1,0,"","",NULL,0,"","",NULL,NULL,NULL,NULL,1,"ALWAYS","ALWAYS",0,0
354919,52325,"Chicken Casserole&#21867;&#21867;&#38622;&#29042;","",5,1000,1,0,"","",NULL,0,"","",NULL,NULL,NULL,NULL,1,"ALWAYS","ALWAYS",0,0
354920,52325,"Sha Cha Beef Casserole &#27801;&#33590;&#29275;&#29042;","",6,1000,1,0,"","",NULL,0,"","",NULL,NULL,NULL,NULL,1,"ALWAYS","ALWAYS",0,0
354921,52325,"Filet Bass w. Tofu in Casserole &#35910;&#33104;&#29677;&#33129;&#29042;","",7,1000,1,0,"","",NULL,0,"","",NULL,NULL,NULL,NULL,1,"ALWAYS","ALWAYS",0,0
354922,52325,"Red Wine w. OX- Tail in Casserole &#32005;&#37202;&#29275;&#23614;&#29042;","",8,1000,1,0,"","",NULL,0,"","",NULL,NULL,NULL,NULL,1,"ALWAYS","ALWAYS",0,0
354923,52325,"Seafood in Casserole &#32005;&#37202;&#29275;&#23614;&#29042;","",9,1000,1,0,"","",NULL,0,"","",NULL,NULL,NULL,NULL,1,"ALWAYS","ALWAYS",0,0
354924,52327,"Coffee, Tea w. Milk &#21654;&#21857;,&#22902;&#33590;","",1,1000,1,0,"","",NULL,0,"","",NULL,NULL,NULL,NULL,1,"ALWAYS","ALWAYS",0,0
354925,52327,"Tea w. Lemon, Ovaltine &#27320;&#27308;&#33590;,&#38463;&#33775;&#30000;","",2,1000,1,0,"","",NULL,0,"","",NULL,NULL,NULL,NULL,1,"ALWAYS","ALWAYS",0,0
354926,52327,"Horlicks &#22909;&#31435;&#20811;","",3,1000,1,0,"","",NULL,0,"","",NULL,NULL,NULL,NULL,1,"ALWAYS","ALWAYS",0,0
354927,52327,"Soy Milk &#35910;&#28479;","",4,1000,1,0,"","",NULL,0,"","",NULL,NULL,NULL,NULL,1,"ALWAYS","ALWAYS",0,0
354928,52327,"Honey Pomelo &#26586;&#23376;&#34588;","",5,1000,1,0,"","",NULL,0,"","",NULL,NULL,NULL,NULL,1,"ALWAYS","ALWAYS",0,0
354929,52327,"Honey Ginger &#29983;&#34193;&#34588;","",6,1000,1,0,"","",NULL,0,"","",NULL,NULL,NULL,NULL,1,"ALWAYS","ALWAYS",0,0
354930,52327,"Honey Jujube &#32005;&#26839;&#34588;","",7,1000,1,0,"","",NULL,0,"","",NULL,NULL,NULL,NULL,1,"ALWAYS","ALWAYS",0,0
354931,52327,"Soda &#27773;&#27700;","",8,1000,1,0,"","",NULL,0,"","",NULL,NULL,NULL,NULL,1,"ALWAYS","ALWAYS",0,0
354932,52327,"Herb Tea &#22799;&#26543;&#33609;","",9,1000,1,0,"","",NULL,0,"","",NULL,NULL,NULL,NULL,1,"ALWAYS","ALWAYS",0,0
354933,52327,"Litchi Ice &#33620;&#26525;&#20912;","",10,1000,1,0,"","",NULL,0,"","",NULL,NULL,NULL,NULL,1,"ALWAYS","ALWAYS",0,0
354934,52327,"Longan Ice &#40845;&#30524;&#20912;","",11,1000,1,0,"","",NULL,0,"","",NULL,NULL,NULL,NULL,1,"ALWAYS","ALWAYS",0,0
354935,52327,"Grass Jelly Ice &#28092;&#31881;&#20912;","",12,1000,1,0,"","",NULL,0,"","",NULL,NULL,NULL,NULL,1,"ALWAYS","ALWAYS",0,0
354937,52327,"Suger Cane Ice &#24859;&#29577;&#20941;","",13,1000,1,0,"","",NULL,0,"","",NULL,NULL,NULL,NULL,1,"ALWAYS","ALWAYS",0,0
354939,52327,"Almond w. Soy Pudding &#26447;&#20161;&#35910;&#33104;&#33457;","",14,1000,1,0,"","",NULL,0,"","",NULL,NULL,NULL,NULL,1,"ALWAYS","ALWAYS",0,0
354940,52327,"Lemon Ribena &#27320;&#27315;","",15,1000,1,0,"","",NULL,0,"","",NULL,NULL,NULL,NULL,1,"ALWAYS","ALWAYS",0,0
354941,52327,"Ginger Ale &#34193;&#21860;","",16,1000,1,0,"","",NULL,0,"","",NULL,NULL,NULL,NULL,1,"ALWAYS","ALWAYS",0,0
354942,52327,"Red Bean &#32005;&#35910;&#20912;","",17,1000,1,0,"","",NULL,0,"","",NULL,NULL,NULL,NULL,1,"ALWAYS","ALWAYS",0,0
354943,52329,"Sweet & Sour Pork &#21653;&#22165;&#32905;","",1,1000,1,0,"","",NULL,0,"","",NULL,NULL,NULL,NULL,1,"ALWAYS","ALWAYS",0,0
354944,52329,"Double Cooked Pork &#22238;&#37707;&#28818;&#32905;&#29255;","",2,1000,1,0,"","",NULL,0,"","",NULL,NULL,NULL,NULL,1,"ALWAYS","ALWAYS",0,0
354945,52329,"Ma Po Tofu &#40635;&#23110;&#35910;&#33104;","",3,1000,1,0,"","",NULL,0,"","",NULL,NULL,NULL,NULL,1,"ALWAYS","ALWAYS",0,0
354946,52329,"Buddhist Delight &#32645;&#28450;&#40779;","",4,1000,1,0,"","",NULL,0,"","",NULL,NULL,NULL,NULL,1,"ALWAYS","ALWAYS",0,0
354948,52329,"Preserved Chinese Sausage w. Broccoli &#33240;&#21619;&#28818;&#33445;&#34349;","",6,1000,1,0,"","",NULL,0,"","",NULL,NULL,NULL,NULL,1,"ALWAYS","ALWAYS",0,0
354949,52329,"Salted & Pepper Ribs &#26898;&#40573;&#39592;","",7,1000,1,0,"","",NULL,0,"","",NULL,NULL,NULL,NULL,1,"ALWAYS","ALWAYS",0,0
354950,52329,"Spare Ribs in Peking Sauce &#20140;&#37117;&#39592;","",8,1000,1,0,"","",NULL,0,"","",NULL,NULL,NULL,NULL,1,"ALWAYS","ALWAYS",0,0
354951,52329,"Salted & Pepper Squid &#26898;&#40573;&#39854;&#39799;","",9,1000,1,0,"","",NULL,0,"","",NULL,NULL,NULL,NULL,1,"ALWAYS","ALWAYS",0,0
354952,52329,"Chili Pepper Stir Fry w. Pig Intestine &#35282;&#26898;&#22823;&#33144;","",10,1000,1,0,"","",NULL,0,"","",NULL,NULL,NULL,NULL,1,"ALWAYS","ALWAYS",0,0
354953,52329,"Scallion Beef &#34085;&#29190;&#29275;&#32905;","",11,1000,1,0,"","",NULL,0,"","",NULL,NULL,NULL,NULL,1,"ALWAYS","ALWAYS",0,0
354955,52329,"Tong Choy w. Bean Curd Sauce &#33104;&#20083;&#36890;&#24515;&#33756;","",13,1000,1,0,"","",NULL,0,"","",NULL,NULL,NULL,NULL,1,"ALWAYS","ALWAYS",0,0
354956,52329,"Salted & Pepper Shrimp &#26898;&#40573;&#34662;","",14,1000,1,0,"","",NULL,0,"","",NULL,NULL,NULL,NULL,1,"ALWAYS","ALWAYS",0,0
354957,52329,"Shrimp w. Cashew Nuts &#33136;&#26524;&#34662;&#20161;","",15,1000,1,0,"","",NULL,0,"","",NULL,NULL,NULL,NULL,1,"ALWAYS","ALWAYS",0,0
354958,52329,"&#37921;&#26495;&#40657;&#26898;&#29275;&#20180;&#39592;","Sizzling Veal Short Ribs w. Black Bean &#37921;&#26495;&#40657;&#26898;&#29275;&#20180;&#39592;",16,1000,1,0,"","",NULL,0,"","",NULL,NULL,NULL,NULL,1,"ALWAYS","ALWAYS",0,0
354959,52329,"Lobster w. Ginger & Scallion Sauce &#34085;&#34085;&#28818;&#40845;&#34662;","",17,1000,1,0,"","",NULL,0,"","",NULL,NULL,NULL,NULL,1,"ALWAYS","ALWAYS",0,0
354960,52329,"Chinese Celery w. Black Bean &#39321;&#33465;&#23567;&#28818;","",18,1000,1,0,"","",NULL,0,"","",NULL,NULL,NULL,NULL,1,"ALWAYS","ALWAYS",0,0
354962,52329,"Tasty Roast House w. Mixed Vegetables &#22826;&#21476;&#23567;&#28818;&#30343;","",20,1000,1,0,"","",NULL,0,"","",NULL,NULL,NULL,NULL,1,"ALWAYS","ALWAYS",0,0
354963,52330,"Ribs w. Black Bean Sauce &#35913;&#27713;&#25490;&#39592;&#39151;","",1,1000,1,0,"","",NULL,0,"","",NULL,NULL,NULL,NULL,1,"ALWAYS","ALWAYS",0,0
354964,52330,"Pig Feet w. Peanuts &#33457;&#29983;&#35948;&#25163;&#39151;","",2,1000,1,0,"","",NULL,0,"","",NULL,NULL,NULL,NULL,1,"ALWAYS","ALWAYS",0,0
354965,52330,"Dried Bean Curd w. Meat &#26525;&#31481;&#28779;&#33129;&#39151;","",3,1000,1,0,"","",NULL,0,"","",NULL,NULL,NULL,NULL,1,"ALWAYS","ALWAYS",0,0
354966,52330,"Braised Grouper w. Bean Curd &#35910;&#33104;&#29677;&#33129;&#39151;","",4,1000,1,0,"","",NULL,0,"","",NULL,NULL,NULL,NULL,1,"ALWAYS","ALWAYS",0,0
354967,52330,"Sweet Corn w. Pork &#29577;&#31859;&#32905;&#31890;&#39151;","",5,1000,1,0,"","",NULL,0,"","",NULL,NULL,NULL,NULL,1,"ALWAYS","ALWAYS",0,0
354968,52330,"Curry Chicken &#21654;&#21737;&#38622;&#29255;&#39151;","",6,1000,1,0,"","",NULL,0,"","",NULL,NULL,NULL,NULL,1,"ALWAYS","ALWAYS",0,0
354969,52330,"Preserved Vegetable w. Squid &#21619;&#33756;&#39854;&#39799;&#39151;","",7,1000,1,0,"","",NULL,0,"","",NULL,NULL,NULL,NULL,1,"ALWAYS","ALWAYS",0,0
354970,52330,"Beef w. Satay Sauce &#27801;&#29241;&#29275;&#32905;&#39151;","",8,1000,1,0,"","",NULL,0,"","",NULL,NULL,NULL,NULL,1,"ALWAYS","ALWAYS",0,0
354971,52330,"Baby Shrimp w. Egg Swirl &#28369;&#34507;&#34662;&#20161;&#39151;","",9,1000,1,0,"","",NULL,0,"","",NULL,NULL,NULL,NULL,1,"ALWAYS","ALWAYS",0,0
354972,52330,"Beef w. Broccoli &#35199;&#33445;&#34349;&#29275;&#39151;","",10,1000,1,0,"","",NULL,0,"","",NULL,NULL,NULL,NULL,1,"ALWAYS","ALWAYS",0,0
354973,52330,"Beef w. Bitter Melon &#28092;&#29916;&#29275;&#32905;&#39151;","",11,1000,1,0,"","",NULL,0,"","",NULL,NULL,NULL,NULL,1,"ALWAYS","ALWAYS",0,0
354974,52330,"Chicken Ball w. Ginger & Scallion Sauce &#34193;&#34085;&#38622;&#30860;&#39151;","",12,1000,1,0,"","",NULL,0,"","",NULL,NULL,NULL,NULL,1,"ALWAYS","ALWAYS",0,0
354975,52329,"Pork Intestine with Sour Cabbage &#37240;&#33756;&#22823;&#33144;&#39151;","",21,1000,1,0,"","",NULL,0,"","",NULL,NULL,NULL,NULL,1,"ALWAYS","ALWAYS",0,0
354976,52330,"Pork Belly w. Preserved Cabbage &#26757;&#33756;&#22823;&#33144;&#39151;","",13,1000,1,0,"","",NULL,0,"","",NULL,NULL,NULL,NULL,1,"ALWAYS","ALWAYS",0,0
354977,52330,"Curry Chicken & Potato &#26757;&#33756;&#25187;&#32905;&#39151;","",14,1000,1,0,"","",NULL,0,"","",NULL,NULL,NULL,NULL,1,"ALWAYS","ALWAYS",0,0
354978,52330,"Ox Tail w. Tomato Sauce &#21654;&#21737;&#34223;&#20180;&#38622;&#39151;","",15,1000,1,0,"","",NULL,0,"","",NULL,NULL,NULL,NULL,1,"ALWAYS","ALWAYS",0,0
354979,52330,"Frog w. Ginger & Scallion Sauce &#33540;&#27713;&#29275;&#23614;&#39151;","",16,1000,1,0,"","",NULL,0,"","",NULL,NULL,NULL,NULL,1,"ALWAYS","ALWAYS",0,0
354980,52330,"Frog w. Ginger & Scallion Sauce &#34193;&#34085;&#30000;&#38622;&#39151;","",17,1000,1,0,"","",NULL,0,"","",NULL,NULL,NULL,NULL,1,"ALWAYS","ALWAYS",0,0
355526,52621,"20. Lamb Chops Kabab &#32650;&#32905;&#20018;&#28900;","Lamb chops served with rice and salad",1,1000,1,0,"","",NULL,0,"","",NULL,NULL,NULL,NULL,1,"ALWAYS","ALWAYS",0,0
355528,52621,"21.	Lamb Tikka Kabab &#32650;&#33151;&#32905;&#20018;&#28900;","Boneless chicken breast served with rice and salad",2,1000,1,0,"","",NULL,0,"","",NULL,NULL,NULL,NULL,1,"ALWAYS","ALWAYS",0,0
355530,52621,"22.	Chicken Tikka Kabab &#38622;&#33016;&#32905;&#20018;&#28900;","Boneless chicken breast served with rice and salad",3,1000,1,0,"","",NULL,0,"","",NULL,NULL,NULL,NULL,1,"ALWAYS","ALWAYS",0,0
355537,52621,"23. Chicken Kafta Kabab &#38622;&#30862;&#32905;&#20018;&#28900;","Ground beef or chicken served with rice and salad ",4,1000,1,0,"","",NULL,0,"","",NULL,NULL,NULL,NULL,1,"ALWAYS","ALWAYS",0,0
355608,52621,"24. Juja Kabab &#24118;&#39592;&#38622;&#33016;&#20018;&#28900;","Chicken with bone served with rice and salad",5,1000,1,0,"","",NULL,0,"","",NULL,NULL,NULL,NULL,1,"ALWAYS","ALWAYS",0,0
355611,52621,"25. Chicken Tandoori &#20841;&#38587;&#38622;&#33151;&#20018;&#28900;","Legs of chicken served with rice and salad",6,1000,1,0,"","",NULL,0,"","",NULL,NULL,NULL,NULL,1,"ALWAYS","ALWAYS",0,0
355621,52621,"26.	Beef Tikka Kabab &#29275;&#32905;&#20018;&#28900;","Chunks of beef served with rice and salad",7,1000,1,0,"","",NULL,0,"","",NULL,NULL,NULL,NULL,1,"ALWAYS","ALWAYS",0,0
355625,52621,"28.	Chapli Kabab &#30862;&#29275;&#32905;&#20018;&#28900;","Ground beef or chicken seasoned with onion, tomato, and herbs served with rice and salad",9,1000,1,0,"","",NULL,0,"","",NULL,NULL,NULL,NULL,1,"ALWAYS","ALWAYS",0,0
355628,52621,"29.	Chicken Wrap &#30862;&#38622;&#32905;&#20018;&#21367;","Chicken kafta or chicken breast wrapped on pita with salad",10,1000,1,0,"","",NULL,0,"","",NULL,NULL,NULL,NULL,1,"ALWAYS","ALWAYS",0,0
355633,52621,"30.	Beef Wrap &#30862;&#29275;&#32905;&#21367;","Beef kafta wrapped on pita with salad",11,1000,1,0,"","",NULL,0,"","",NULL,NULL,NULL,NULL,1,"ALWAYS","ALWAYS",0,0
355636,52621,"31.	Shish Kabab &#29275;&#32650;&#32905;&#20018;&#28900;","Chunks of beef & lamb with grilled tomato and onion served with rice and salad",12,1000,1,0,"","",NULL,0,"","",NULL,NULL,NULL,NULL,1,"ALWAYS","ALWAYS",0,0
355640,52621,"32. Salmon Fish Kabab &#19977;&#25991;&#39770;&#20018;&#28900;","Salmon fish seasoned with natural herbs served with rice and salad",13,1000,1,0,"","",NULL,0,"","",NULL,NULL,NULL,NULL,1,"ALWAYS","ALWAYS",0,0
355643,52621,"33.	Spicy Basa Fish Kabab &#40857;&#21033;&#28900;&#20018;","Basa fish seasoned with spices served with rice and salad",14,1000,1,0,"","",NULL,0,"","",NULL,NULL,NULL,NULL,1,"ALWAYS","ALWAYS",0,0
355647,52621,"34.	Shrimp Kabab &#34662;&#20018;&#28900;","Shrimp seasoned natural herbs served with rice and salad",15,1000,1,0,"","",NULL,0,"","",NULL,NULL,NULL,NULL,1,"ALWAYS","ALWAYS",0,0
355650,52621,"36.	Kabuli Palow  &#21654;&#21737;&#32650;&#32905;","Lamb shank topped with rice, raisin, and carrots served with salad",17,1000,1,0,"","",NULL,0,"","",NULL,NULL,NULL,NULL,1,"ALWAYS","ALWAYS",0,0
355651,52621,"37.	Qurma Palow  &#29129;&#32650;&#32905;","Chunk of lamb cooked with onion, tomato, and herbs served with rice and salad",18,1000,1,0,"","",NULL,0,"","",NULL,NULL,NULL,NULL,1,"ALWAYS","ALWAYS",0,0
355654,52621,"38.	Murgh Palow &#29129;&#38622;&#32905;","Boneless chicken cooked with onion, tomato, and herbs served with rice and salad",19,1000,1,0,"","",NULL,0,"","",NULL,NULL,NULL,NULL,1,"ALWAYS","ALWAYS",0,0
355656,52621,"39.	Zabzi Palow &#33760;&#33756;&#39151;","Cooked spinach served with rice and salad ",20,1000,1,0,"","",NULL,0,"","",NULL,NULL,NULL,NULL,1,"ALWAYS","ALWAYS",0,0
355657,52621,"40.	Mantoo &#33976;&#32905;&#21253;","Cooked spinach served with rice and salad",21,1000,1,0,"","",NULL,0,"","",NULL,NULL,NULL,NULL,1,"ALWAYS","ALWAYS",0,0
